No.,Article Number,Article Title,Keyword,Client,Campaign Name,Editor,Copywriter,Article Type,Number of Words,Keyword Match in Content,Submit Date,Cost
1129,H-124-9406-226575,A Bit of the Bahamas in Florida,"Bahama House-id=259605",Hipmunk,Daytona Beach Shores--FL--US--Hotel Properties,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-20 18:45:14,8
1130,H-124-9406-226574,Cheap Rooms on the Atlantic Ocean Beachfront,"Acapulco Hotel &amp; Resort-id=206137",Hipmunk,Daytona Beach Shores--FL--US--Hotel Properties,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Hotel Properties,257,0,2014-07-23 01:37:03,10.28
1131,H-124-9406-226573,Elegance and Beauty by the Beach,"The Shores Resort &amp; Spa-id=112960",Hipmunk,Daytona Beach Shores--FL--US--Hotel Properties,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Hotel Properties,251,0,2014-07-23 13:09:42,10.04
1132,H-124-9406-226572,Quality Waterfront Rooms at Cheap Prices,"Daytona Beach Resort &amp; Conference Center-id=243402",Hipmunk,Daytona Beach Shores--FL--US--Hotel Properties,ARadesEditor      3,michelegoudie[1]      0      0,Hipmunk Hotel Properties,304,0,2014-07-23 13:14:43,12.16
1133,H-127-9404-226571,Visit the City of the Stars and Stay on Budget,Universal City--CA--US--Hotel Destination,Hipmunk,Universal City--CA--US--Hotel Destination,ABeckstettEdit      7,ckoepnick[1]      0      0,Hipmunk Copy (Tier 4),200,0,2014-07-23 08:02:12,8
1134,H-127-9403-226570,Feel Famous with Exclusive Deals to Universal City,Universal City--CA--US--Flight Destination,Hipmunk,Universal City--CA--US--Flight Destination,ABeckstettEdit      7,ckoepnick[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-24 09:25:15,2
1135,H-124-9402-226569,Famous and Budget-Friendly Hotel Near Universal Studios Hollywood,Sheraton Universal Hotel-id=105649,Hipmunk,Universal City--CA--US--Hotel Properties,ABeckstettEdit      7,ckoepnick[1]      0      0,Hipmunk Hotel Properties,307,0,2014-07-23 08:11:37,12.28
1136,H-124-9402-226568,"High-Quality, Affordable Accommodations Close to Everything","Hilton Los Angeles/Universal City-id=124343",Hipmunk,Universal City--CA--US--Hotel Properties,ABeckstettEdit      7,ckoepnick[1]      0      0,Hipmunk Hotel Properties,395,0,2014-07-23 08:18:30,15.8
1137,H-127-9401-226567,Numerous Deluxe Hotels in Lancaster with Very Affordable Rates,Lancaster--PA--US--Hotel Destination,Hipmunk,Lancaster--PA--US--Hotel Destination,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),200,0,2014-07-17 06:47:08,8
1138,H-127-9400-226566,"Dozens of Flights to Lancaster, PA",Lancaster--PA--US--Flight Destination,Hipmunk,Lancaster--PA--US--Flight Destination,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-17 12:55:52,2
1139,H-127-9399-226565,Cheap Hotel Located in Downtown Lancaster,Cork Factory Hotel-id=337665,Hipmunk,Lancaster--PA--US--Hotel Properties,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),104,0,2014-07-16 20:41:13,4.16
1140,H-127-9399-226564,Affordable Lancaster Lodging near Dutch Wonderland,"Wingate By Wyndham Lancaster / PA Dutch Country-id=311510",Hipmunk,Lancaster--PA--US--Hotel Properties,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),106,0,2014-07-16 20:38:08,4.24
1141,H-127-9399-226563,Inexpensive Inn in the Center of Lancaster’s Dutch Country,"Days Inn &amp; Suites Conference Center-id=150508",Hipmunk,Lancaster--PA--US--Hotel Properties,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),110,0,2014-07-16 20:36:23,4.4
1142,H-127-9399-226562,Deluxe Lancaster Resort with Discount Prices,"DoubleTree Resort by Hilton Hotel Lancaster-id=350388",Hipmunk,Lancaster--PA--US--Hotel Properties,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),105,0,2014-07-16 20:34:34,4.2
1143,H-127-9399-226561,Economical Lancaster Resort near Amish Country,"Lancaster Host Resort &amp; Conference Center-id=143945",Hipmunk,Lancaster--PA--US--Hotel Properties,BJollyEditor      3,tamilamcdonald[1]      0      0,Hipmunk Copy (Tier 4),207,0,2014-07-16 20:32:33,8.28
1144,H-127-9398-226560,"Historic Islamorada, FL Offers Affordable Fun for Everyone",Islamorada--FL--US--Hotel Destination,Hipmunk,Islamorada--FL--US--Hotel Destination,rkarraneditor      5,ckoepnick[1]      0      0,Hipmunk Copy (Tier 4),200,0,2014-07-23 07:54:10,8
1145,H-127-9397-226559,The Perfect Caribbean-Like Escape,Islamorada--FL--US--Flight Destination,Hipmunk,Islamorada--FL--US--Flight Destination,DorotaEditor      4,gwinston[1]      1      0,Hipmunk Copy (Tier 4),50,0,2014-07-22 00:03:43,2
1146,H-124-9395-226557,Florida Keys Living,La Siesta Resort &amp; Marina-id=309520,Hipmunk,Islamorada--FL--US--Hotel Properties,KatGrayEditor      6,andreabuginsky[1]      0      0,Hipmunk Hotel Properties,103,0,2014-07-24 07:58:07,4.12
1147,H-124-9395-226556,Bargain Florida Keys Resort,"Chesapeake Beach Resort-id=204434",Hipmunk,Islamorada--FL--US--Hotel Properties,KatGrayEditor      6,andreabuginsky[1]      0      0,Hipmunk Hotel Properties,100,0,2014-07-18 15:17:57,4
1148,H-124-9395-226555,Private Beach Resort,"Pelican Cove Resort &amp; Marina-id=259626",Hipmunk,Islamorada--FL--US--Hotel Properties,KatGrayEditor      6,andreabuginsky[1]      0      0,Hipmunk Hotel Properties,200,0,2014-07-18 14:58:22,8
1149,H-124-9395-226554,Laid-Back Island Life,"Islander Resort Islamorada-id=172823",Hipmunk,Islamorada--FL--US--Hotel Properties,KatGrayEditor      6,andreabuginsky[1]      0      0,Hipmunk Hotel Properties,201,0,2014-07-18 14:34:57,8.04
1150,H-124-9395-226553,Florida Keys Resort,"Cheeca Lodge &amp; Spa-id=115896",Hipmunk,Islamorada--FL--US--Hotel Properties,KatGrayEditor      6,andreabuginsky[1]      0      0,Hipmunk Hotel Properties,300,0,2014-07-21 11:56:15,12
1151,H-127-9394-226550,Inexpensive Destination of a Lifetime,Rapid City--SD--US--Hotel Destination,Hipmunk,Rapid City--SD--US--Hotel Destination,rkarraneditor      5,bonnielaquitara[1]      2      1,Hipmunk Copy (Tier 4),200,0,2014-07-21 07:17:44,8
1152,H-127-9393-226549,Rapid City Airport Has Cheap Flights to Major Cities,Rapid City--SD--US--Flight Destination,Hipmunk,Rapid City--SD--US--Flight Destination,KatGrayEditor      6,spencerbaselice[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-29 18:08:05,2
1153,H-124-9392-226548,Budget Hotel Close to Rapid City Attractions,Foothills Inn-id=216287,Hipmunk,Rapid City--SD--US--Hotel Properties,ABeckstettEdit      7,lisagove[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-17 18:08:16,4.2
1154,H-124-9392-226547,Budget Hotel Near Downtown,"Howard Johnson Inn &amp; Suites - Rapid City-id=203123",Hipmunk,Rapid City--SD--US--Hotel Properties,ABeckstettEdit      7,lisagove[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-18 15:10:21,4.08
1155,H-124-9392-226546,Beautiful Hotel for Travelers on a Budget,"Holiday Inn Rapid City-Rushmore Plaza-id=108286",Hipmunk,Rapid City--SD--US--Hotel Properties,ABeckstettEdit      7,lisagove[1]      0      0,Hipmunk Hotel Properties,105,0,2014-07-18 13:14:13,4.2
1156,H-124-9392-226545,Conveniently Located Budget Hotel,"Ramada Rapid City SD-id=133443",Hipmunk,Rapid City--SD--US--Hotel Properties,ABeckstettEdit      7,lisagove[1]      0      0,Hipmunk Hotel Properties,102,0,2014-07-18 13:15:57,4.08
1157,H-124-9392-226544,Affordable Hotel in a Central Location,"Grand Gateway Hotel-id=106660",Hipmunk,Rapid City--SD--US--Hotel Properties,ABeckstettEdit      7,lisagove[1]      0      0,Hipmunk Hotel Properties,198,0,2014-07-20 10:29:01,7.92
1158,H-127-9391-226543,Bargain Hotel Retreats,Palm Desert--CA--US--Hotel Destination,Hipmunk,Palm Desert--CA--US--Hotel Destination,MCaldarelliEdit      0,bonnielaquitara[1]      2      1,Hipmunk Copy (Tier 4),200,0,2014-07-23 09:52:29,8
1159,H-127-9390-226540,"Find Cheap Flights to Palm Desert, CA",Palm Desert--CA--US--Flight Destination,Hipmunk,Palm Desert--CA--US--Flight Destination,ShaneHallEdit      5,alexsilbajoris[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-19 07:49:28,2
1160,H-124-9389-226538,Three Star Marriott in Palm Desert for Two Star Rates,Courtyard by Marriott Palm Desert-id=153455,Hipmunk,Palm Desert--CA--US--Hotel Properties,JGabrielsonEdit      4,shanehall[1]      0      0,Hipmunk Hotel Properties,107,0,2014-07-22 18:09:29,4.28
1161,H-124-9389-226537,Cheap Rates in Palm Desert at the Holiday Inn Express,"Holiday Inn Express Palm-Desert-Rancho Mirage/Golf-id=151572",Hipmunk,Palm Desert--CA--US--Hotel Properties,JGabrielsonEdit      4,shanehall[1]      0      0,Hipmunk Hotel Properties,205,0,2014-07-22 16:06:48,8.2
1162,H-124-9389-226536,Hilton Hotel With Excellent California Location,"Embassy Suites Hotel Palm Desert-id=113559",Hipmunk,Palm Desert--CA--US--Hotel Properties,JGabrielsonEdit      4,shanehall[1]      0      0,Hipmunk Hotel Properties,257,0,2014-07-21 20:56:48,10.28
1163,H-124-9389-226535,Affordable Best Western Resort in Palm Desert,"Best Western Plus Palm Desert Resort-id=114983",Hipmunk,Palm Desert--CA--US--Hotel Properties,JGabrielsonEdit      4,shanehall[1]      0      0,Hipmunk Hotel Properties,254,0,2014-07-21 18:45:06,10.16
1164,H-124-9389-226534,Superior Palm Desert Marriott Near Country Club,"JW Marriott Desert Springs Resort &amp; Spa-id=115638",Hipmunk,Palm Desert--CA--US--Hotel Properties,JGabrielsonEdit      4,shanehall[1]      0      0,Hipmunk Hotel Properties,251,0,2014-07-21 17:00:51,10.04
1165,H-127-9388-226533,Shop Cheap Hotels In and Around Laguna Beach,Laguna Beach--CA--US--Hotel Destination,Hipmunk,Laguna Beach--CA--US--Hotel Destination,TAndersonEditor      11,alexsilbajoris[1]      0      0,Hipmunk Copy (Tier 4),205,0,2014-07-23 15:44:49,8.2
1166,H-127-9387-226532,"Destination: Laguna Beach, CA",Laguna Beach--CA--US--Flight Destination,Hipmunk,Laguna Beach--CA--US--Flight Destination,MRichardsonEdit      0,alexsilbajoris[1]      0      0,Hipmunk Copy (Tier 4),50,0,2014-07-17 08:54:31,2
1167,H-124-9386-226524,"Experience the Beautiful Coastline in Laguna Beach, CA",Laguna Cliffs Inn-id=108744,Hipmunk,Laguna Beach--CA--US--Hotel Properties,AlexStrineEdit      9,tanyadavis[1]      0      0,Hipmunk Hotel Properties,204,0,2014-07-18 22:56:26,8.16
1168,H-124-9386-226523,"Create Special Vacation Memories in Laguna Beach, CA","Surf And Sand Resort-id=128257",Hipmunk,Laguna Beach--CA--US--Hotel Properties,AlexStrineEdit      9,tanyadavis[1]      0      0,Hipmunk Hotel Properties,206,0,2014-07-18 23:58:15,8.24
1169,H-124-9386-226522,"Perfect Beach Getaway in Laguna Beach, CA","Best Western Plus Laguna Brisas Spa Hotel-id=204049",Hipmunk,Laguna Beach--CA--US--Hotel Properties,AlexStrineEdit      9,tanyadavis[1]      0      0,Hipmunk Hotel Properties,256,0,2014-07-20 19:35:30,10.24
1170,H-124-9386-226521,"Enjoy Your Beachfront Vacation in Laguna Beach, CA","Pacific Edge Hotel on Laguna Beach-id=246624",Hipmunk,Laguna Beach--CA--US--Hotel Properties,AlexStrineEdit      9,tanyadavis[1]      0      0,Hipmunk Hotel Properties,255,0,2014-07-20 22:38:18,10.2
1171,H-124-9386-226520,Spend Your Vacation in Paradise at Montage Laguna Beach Hotel,"Montage Laguna Beach-id=208480",Hipmunk,Laguna Beach--CA--US--Hotel Properties,AlexStrineEdit      9,tanyadavis[1]      0      0,Hipmunk Hotel Properties,306,0,2014-07-21 20:17:59,12.24
1172,I-115-9385-226425,# Most Innovative Handheld Gadgets in 2014,# Most Innovative Handheld Gadgets in 2014,Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 11:24:58,0
1173,I-115-9385-226424,Is it the Phablet the Perfect Gadget Size?,"Is it the Phablet the Perfect Gadget Size?",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 11:22:43,0
1174,I-115-9385-226423,# Innovative Ways Mobile Devices Are Changing Fundraisers,"# Innovative Ways Mobile Devices Are Changing Fundraisers",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:12:44,0
1175,I-115-9385-226422,Will Taxes Destroy Bitcoin?,"Will Taxes Destroy Bitcoin?",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 11:21:33,0
1176,I-115-9385-226421,# Things You Can Do with Microsoft Office that You Can’t Do with Google Apps,"# Things You Can Do with Microsoft Office that You Can’t Do with Google Apps",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:13:01,0
1177,I-115-9385-226420,Google Glass: # Privacy Factors You Haven’t Considered About the Future,"Google Glass: # Privacy Factors You Haven’t Considered About the Future",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:13:15,0
1178,I-115-9385-226419,# Video Streaming Options that Offer More than TV,"# Video Streaming Options that Offer More than TV",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:13:32,0
1179,I-115-9385-226418,# Amazing Innovations in Contact Lenses," # Amazing Innovations in Contact Lenses",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 11:20:05,0
1180,I-115-9385-226417,Water and Electronics Don’t Mix... Or Do They?,"Water and Electronics Don’t Mix... Or Do They?",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:14:11,0
1181,I-115-9385-226416,# Amazing Developments in Batteries for Future Mobile Phones,"# Amazing Developments in Batteries for Future Mobile Phones",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:14:31,0
1182,I-115-9385-226415,Device Matchup: # Phones with Fingerprint Scanning Technology,"Device Matchup: # Phones with Fingerprint Scanning Technology",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 11:18:59,0
1183,I-115-9385-226414,Fashion Tech: # Fun Trends in 2014,"Fashion Tech: # Fun Trends in 2014",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 22:14:52,0
1184,I-115-9385-226413,Biometric Locks: Secure Your Device and Don’t Worry About a Password,"Biometric Locks: Secure Your Device and Don’t Worry About a Password",Ideations,NetSurf,monicaliriano      50,carastromness[1]      6      3,Ideation,20,0,2014-07-15 11:17:10,0
1185,I-115-9385-226411,# Ways Virtual Reality Will Improve the World,"# Ways Virtual Reality Will Improve the World",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:15:08,0
1186,I-115-9385-226410,# Ways Nanotechnology Will Change Medicine Forever,"# Ways Nanotechnology Will Change Medicine Forever",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 10:23:48,0
1187,I-115-9385-226409,# Barriers to Bitcoin Success (And How to Overcome Them),"# Barriers to Bitcoin Success (And How to Overcome Them)",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:15:28,0
1188,I-115-9385-226408,# Unbelievable Technology for Your Pet,"# Unbelievable Technology for Your Pet",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:15:45,0
1189,I-115-9385-226407,# Robots That Look and Act Like Animals,"# Robots That Look and Act Like Animals",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:16:01,0
1190,I-115-9385-226406,# Times that Renewable Doesn't Equal Sustainable,"# Times that Renewable Doesn't Equal Sustainable",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:16:16,0
1191,I-115-9385-226405,Space Travel: Can Private Business Succeed Where Government Fails?,"Space Travel: Can Private Business Succeed Where Government Fails?",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:16:30,0
1192,I-115-9385-226404,"High-Tech Furniture Will Change How You Live, Play, and Work","High-Tech Furniture Will Change How You Live, Play, and Work",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:16:49,0
1193,I-115-9385-226403,# Reasons Smartwatches Will Rule the Future,"# Reasons Smartwatches Will Rule the Future",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 11:50:07,0
1194,I-115-9385-226402,How to Buy Bitcoins Without Getting Ripped Off,"How to Buy Bitcoins Without Getting Ripped Off",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 11:50:23,0
1195,I-115-9385-226401,# Reasons Bitcoin is for Suckers,"# Reasons Bitcoin is for Suckers",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:17:08,0
1196,I-115-9385-226400,# Things You Can Buy With Bitcoin Today,"# Things You Can Buy With Bitcoin Today",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:17:46,0
1197,I-115-9385-226399,Dropout Nation: # Inventions From College Dropouts,"Dropout Nation: # Inventions From College Dropouts",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:18:01,0
1198,I-115-9385-226398,# Ways Technology is Changing Sex,"# Ways Technology is Changing Sex",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:18:40,0
1199,I-115-9385-226397,# Best Video Games for iPad Owners,"# Best Video Games for iPad Owners",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:18:57,0
1200,I-115-9385-226396,# Businesses That Will Struggle in the Future,"# Businesses That Will Struggle in the Future",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:19:15,0
1201,I-115-9385-226395,The Future of TV: What Today's Tech Says About Tomorrow's Entertainment,"The Future of TV: What Today's Tech Says About Tomorrow's Entertainment",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:13:52,0
1202,I-115-9385-226394,# Ways Bitcoin is Not Like Cash,"# Ways Bitcoin is Not Like Cash",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:19:31,0
1203,I-115-9385-226393,# Ways 3D Printing Will Change the World,"# Ways 3D Printing Will Change the World",Ideations,NetSurf,monicaliriano      50,mattthompson[1]      13      3,Ideation,20,0,2014-07-15 22:20:06,0
1204,I-115-9385-226392,# Incredible New Technologies that Take Biotech to the Next Level,"# Incredible New Technologies that Take Biotech to the Next Level",Ideations,NetSurf,monicaliriano      50,dalecudmore[1]      0      0,Ideation,20,0,2014-07-15 22:20:24,0
1205,I-115-9385-226391,# Exciting Medical Applications for 3D Printers,"# Exciting Medical Applications for 3D Printers",Ideations,NetSurf,monicaliriano      50,dalecudmore[1]      0      0,Ideation,20,0,2014-07-15 22:19:50,0
1206,I-115-9385-226390,# Ways Drones Can be Used off the Battlefield,"# Ways Drones Can be Used off the Battlefield",Ideations,NetSurf,monicaliriano      50,dalecudmore[1]      0      0,Ideation,20,0,2014-07-15 22:20:45,0
1207,I-115-9385-226389,The Positive Side of Drones: Packages Delivered to Your Door,"The Positive Side of Drones: Packages Delivered to Your Door",Ideations,NetSurf,monicaliriano      50,dalecudmore[1]      0      0,Ideation,20,0,2014-07-15 22:21:08,0
